Temperature	Concentration	Distance	Hamaker
8.74E+01	3.79E+02	1.11E-08	1.24E+00
8.74E+01	3.79E+02	1.23E-08	1.18E+00
8.74E+01	3.79E+02	1.37E-08	1.11E+00
8.74E+01	3.79E+02	1.52E-08	1.05E+00
8.74E+01	3.79E+02	1.69E-08	9.85E-01
8.74E+01	3.79E+02	1.87E-08	9.21E-01
8.74E+01	3.79E+02	2.08E-08	8.59E-01
8.74E+01	3.79E+02	2.31E-08	7.97E-01
8.74E+01	3.79E+02	2.57E-08	7.37E-01
8.74E+01	3.79E+02	2.85E-08	6.79E-01
8.74E+01	3.79E+02	3.16E-08	6.23E-01
8.74E+01	3.79E+02	3.51E-08	5.70E-01
8.74E+01	3.79E+02	3.90E-08	5.19E-01
8.74E+01	3.79E+02	4.33E-08	4.71E-01
8.74E+01	3.79E+02	4.81E-08	4.25E-01
8.74E+01	3.79E+02	5.34E-08	3.83E-01
8.74E+01	3.79E+02	5.93E-08	3.43E-01
8.74E+01	3.79E+02	6.58E-08	3.06E-01
8.74E+01	3.79E+02	7.31E-08	2.73E-01
8.74E+01	3.79E+02	8.11E-08	2.41E-01
8.74E+01	3.79E+02	9.01E-08	2.13E-01
8.74E+01	3.79E+02	1.00E-07	1.87E-01
8.74E+01	3.79E+02	1.11E-07	1.63E-01
8.74E+01	3.79E+02	1.23E-07	1.42E-01
8.74E+01	3.79E+02	1.37E-07	1.23E-01
8.74E+01	3.79E+02	1.52E-07	1.06E-01
8.74E+01	3.79E+02	1.69E-07	9.10E-02
8.74E+01	3.79E+02	1.87E-07	7.76E-02
8.74E+01	3.79E+02	2.08E-07	6.59E-02
8.74E+01	3.79E+02	2.31E-07	5.56E-02
8.74E+01	3.79E+02	2.57E-07	4.67E-02
8.74E+01	3.79E+02	2.85E-07	3.89E-02
8.74E+01	3.79E+02	3.16E-07	3.23E-02
8.74E+01	3.79E+02	3.51E-07	2.65E-02
8.74E+01	3.79E+02	3.90E-07	2.17E-02
8.74E+01	3.79E+02	4.33E-07	1.76E-02
8.74E+01	3.79E+02	4.81E-07	1.42E-02
8.74E+01	3.79E+02	5.34E-07	1.13E-02
8.74E+01	3.79E+02	5.93E-07	8.94E-03
8.74E+01	3.79E+02	6.58E-07	7.00E-03
8.74E+01	3.79E+02	7.31E-07	5.42E-03
8.74E+01	3.79E+02	8.11E-07	4.15E-03
8.74E+01	3.79E+02	9.01E-07	3.13E-03
8.74E+01	3.79E+02	1.00E-06	2.32E-03
8.74E+01	3.79E+02	1.11E-06	1.69E-03
8.74E+01	3.79E+02	1.23E-06	1.21E-03
8.74E+01	3.79E+02	1.37E-06	8.41E-04
8.74E+01	3.79E+02	1.52E-06	5.67E-04
8.74E+01	3.79E+02	1.69E-06	3.69E-04
8.74E+01	3.79E+02	1.87E-06	2.30E-04
8.74E+01	3.79E+02	2.08E-06	1.37E-04
8.74E+01	3.79E+02	2.31E-06	7.68E-05
8.74E+01	3.79E+02	2.57E-06	4.03E-05
8.74E+01	3.79E+02	2.85E-06	1.97E-05
8.74E+01	3.79E+02	3.16E-06	8.81E-06
8.74E+01	1.00E+03	1.00E-10	2.14E+00
8.74E+01	1.00E+03	1.11E-10	2.14E+00
8.74E+01	1.00E+03	1.23E-10	2.14E+00
8.74E+01	1.00E+03	1.37E-10	2.14E+00
8.74E+01	1.00E+03	1.52E-10	2.14E+00
8.74E+01	1.00E+03	1.69E-10	2.14E+00
8.74E+01	1.00E+03	1.87E-10	2.14E+00
8.74E+01	1.00E+03	2.08E-10	2.13E+00
8.74E+01	1.00E+03	2.31E-10	2.13E+00
8.74E+01	1.00E+03	2.57E-10	2.13E+00
8.74E+01	1.00E+03	2.85E-10	2.13E+00
8.74E+01	1.00E+03	3.16E-10	2.13E+00
8.74E+01	1.00E+03	3.51E-10	2.13E+00
8.74E+01	1.00E+03	3.90E-10	2.12E+00
8.74E+01	1.00E+03	4.33E-10	2.12E+00
8.74E+01	1.00E+03	4.81E-10	2.12E+00
8.74E+01	1.00E+03	5.34E-10	2.11E+00
8.74E+01	1.00E+03	5.93E-10	2.11E+00
8.74E+01	1.00E+03	6.58E-10	2.10E+00
8.74E+01	1.00E+03	7.31E-10	2.09E+00
8.74E+01	1.00E+03	8.11E-10	2.09E+00
8.74E+01	1.00E+03	9.01E-10	2.08E+00
8.74E+01	1.00E+03	1.00E-09	2.07E+00
8.74E+01	1.00E+03	1.11E-09	2.06E+00
8.74E+01	1.00E+03	1.23E-09	2.04E+00
8.74E+01	1.00E+03	1.37E-09	2.03E+00
8.74E+01	1.00E+03	1.52E-09	2.01E+00
8.74E+01	1.00E+03	1.69E-09	2.00E+00
8.74E+01	1.00E+03	1.87E-09	1.98E+00
8.74E+01	1.00E+03	2.08E-09	1.95E+00
8.74E+01	1.00E+03	2.31E-09	1.93E+00
8.74E+01	1.00E+03	2.57E-09	1.90E+00
8.74E+01	1.00E+03	2.85E-09	1.87E+00
8.74E+01	1.00E+03	3.16E-09	1.84E+00
8.74E+01	1.00E+03	3.51E-09	1.80E+00
8.74E+01	1.00E+03	3.90E-09	1.77E+00
8.74E+01	1.00E+03	4.33E-09	1.73E+00
8.74E+01	1.00E+03	4.81E-09	1.68E+00
8.74E+01	1.00E+03	5.34E-09	1.64E+00
8.74E+01	1.00E+03	5.93E-09	1.59E+00
8.74E+01	1.00E+03	6.58E-09	1.53E+00
8.74E+01	1.00E+03	7.31E-09	1.48E+00
8.74E+01	1.00E+03	8.11E-09	1.42E+00
8.74E+01	1.00E+03	9.01E-09	1.36E+00
8.74E+01	1.00E+03	1.00E-08	1.30E+00
8.74E+01	1.00E+03	1.11E-08	1.24E+00
8.74E+01	1.00E+03	1.23E-08	1.18E+00
8.74E+01	1.00E+03	1.37E-08	1.11E+00
8.74E+01	1.00E+03	1.52E-08	1.05E+00
8.74E+01	1.00E+03	1.69E-08	9.85E-01
8.74E+01	1.00E+03	1.87E-08	9.21E-01
8.74E+01	1.00E+03	2.08E-08	8.59E-01
8.74E+01	1.00E+03	2.31E-08	7.97E-01
8.74E+01	1.00E+03	2.57E-08	7.37E-01
8.74E+01	1.00E+03	2.85E-08	6.79E-01
8.74E+01	1.00E+03	3.16E-08	6.23E-01
8.74E+01	1.00E+03	3.51E-08	5.70E-01
8.74E+01	1.00E+03	3.90E-08	5.19E-01
8.74E+01	1.00E+03	4.33E-08	4.71E-01
8.74E+01	1.00E+03	4.81E-08	4.25E-01
8.74E+01	1.00E+03	5.34E-08	3.83E-01
8.74E+01	1.00E+03	5.93E-08	3.43E-01
8.74E+01	1.00E+03	6.58E-08	3.06E-01
8.74E+01	1.00E+03	7.31E-08	2.73E-01
8.74E+01	1.00E+03	8.11E-08	2.41E-01
8.74E+01	1.00E+03	9.01E-08	2.13E-01
8.74E+01	1.00E+03	1.00E-07	1.87E-01
8.74E+01	1.00E+03	1.11E-07	1.63E-01
8.74E+01	1.00E+03	1.23E-07	1.42E-01
8.74E+01	1.00E+03	1.37E-07	1.23E-01
8.74E+01	1.00E+03	1.52E-07	1.06E-01
8.74E+01	1.00E+03	1.69E-07	9.10E-02
8.74E+01	1.00E+03	1.87E-07	7.76E-02
8.74E+01	1.00E+03	2.08E-07	6.59E-02
8.74E+01	1.00E+03	2.31E-07	5.56E-02
8.74E+01	1.00E+03	2.57E-07	4.67E-02
8.74E+01	1.00E+03	2.85E-07	3.89E-02
8.74E+01	1.00E+03	3.16E-07	3.23E-02
8.74E+01	1.00E+03	3.51E-07	2.65E-02
8.74E+01	1.00E+03	3.90E-07	2.17E-02
8.74E+01	1.00E+03	4.33E-07	1.76E-02
8.74E+01	1.00E+03	4.81E-07	1.42E-02
8.74E+01	1.00E+03	5.34E-07	1.13E-02
8.74E+01	1.00E+03	5.93E-07	8.94E-03
8.74E+01	1.00E+03	6.58E-07	7.00E-03
8.74E+01	1.00E+03	7.31E-07	5.42E-03
8.74E+01	1.00E+03	8.11E-07	4.15E-03
8.74E+01	1.00E+03	9.01E-07	3.13E-03
8.74E+01	1.00E+03	1.00E-06	2.32E-03
8.74E+01	1.00E+03	1.11E-06	1.69E-03
8.74E+01	1.00E+03	1.23E-06	1.21E-03
8.74E+01	1.00E+03	1.37E-06	8.41E-04
8.74E+01	1.00E+03	1.52E-06	5.67E-04
8.74E+01	1.00E+03	1.69E-06	3.69E-04
8.74E+01	1.00E+03	1.87E-06	2.30E-04
8.74E+01	1.00E+03	2.08E-06	1.37E-04
8.74E+01	1.00E+03	2.31E-06	7.68E-05
8.74E+01	1.00E+03	2.57E-06	4.03E-05
8.74E+01	1.00E+03	2.85E-06	1.97E-05
8.74E+01	1.00E+03	3.16E-06	8.81E-06
9.16E+01	1.00E-05	1.00E-10	2.88E+00
9.16E+01	1.00E-05	1.11E-10	2.88E+00
9.16E+01	1.00E-05	1.23E-10	2.88E+00
9.16E+01	1.00E-05	1.37E-10	2.88E+00
9.16E+01	1.00E-05	1.52E-10	2.88E+00
9.16E+01	1.00E-05	1.69E-10	2.88E+00
9.16E+01	1.00E-05	1.87E-10	2.88E+00
9.16E+01	1.00E-05	2.08E-10	2.87E+00
9.16E+01	1.00E-05	2.31E-10	2.87E+00
9.16E+01	1.00E-05	2.57E-10	2.87E+00
9.16E+01	1.00E-05	2.85E-10	2.87E+00
9.16E+01	1.00E-05	3.16E-10	2.87E+00
9.16E+01	1.00E-05	3.51E-10	2.87E+00
9.16E+01	1.00E-05	3.90E-10	2.86E+00
9.16E+01	1.00E-05	4.33E-10	2.86E+00
9.16E+01	1.00E-05	4.81E-10	2.86E+00
9.16E+01	1.00E-05	5.34E-10	2.85E+00
9.16E+01	1.00E-05	5.93E-10	2.85E+00
9.16E+01	1.00E-05	6.58E-10	2.84E+00
9.16E+01	1.00E-05	7.31E-10	2.83E+00
9.16E+01	1.00E-05	8.11E-10	2.83E+00
9.16E+01	1.00E-05	9.01E-10	2.82E+00
9.16E+01	1.00E-05	1.00E-09	2.81E+00
9.16E+01	1.00E-05	1.11E-09	2.80E+00
9.16E+01	1.00E-05	1.23E-09	2.78E+00
9.16E+01	1.00E-05	1.37E-09	2.77E+00
9.16E+01	1.00E-05	1.52E-09	2.75E+00
9.16E+01	1.00E-05	1.69E-09	2.74E+00
9.16E+01	1.00E-05	1.87E-09	2.72E+00
9.16E+01	1.00E-05	2.08E-09	2.69E+00
9.16E+01	1.00E-05	2.31E-09	2.67E+00
9.16E+01	1.00E-05	2.57E-09	2.64E+00
9.16E+01	1.00E-05	2.85E-09	2.61E+00
9.16E+01	1.00E-05	3.16E-09	2.58E+00
9.16E+01	1.00E-05	3.51E-09	2.55E+00
9.16E+01	1.00E-05	3.90E-09	2.51E+00
9.16E+01	1.00E-05	4.33E-09	2.47E+00
9.16E+01	1.00E-05	4.81E-09	2.42E+00
9.16E+01	1.00E-05	5.34E-09	2.38E+00
9.16E+01	1.00E-05	5.93E-09	2.33E+00
9.16E+01	1.00E-05	6.58E-09	2.28E+00
9.16E+01	1.00E-05	7.31E-09	2.22E+00
9.16E+01	1.00E-05	8.11E-09	2.16E+00
9.16E+01	1.00E-05	9.01E-09	2.10E+00
9.16E+01	1.00E-05	1.00E-08	2.04E+00
9.16E+01	1.00E-05	1.11E-08	1.98E+00
9.16E+01	1.00E-05	1.23E-08	1.92E+00
9.16E+01	1.00E-05	1.37E-08	1.85E+00
9.16E+01	1.00E-05	1.52E-08	1.78E+00
9.16E+01	1.00E-05	1.69E-08	1.72E+00
9.16E+01	1.00E-05	1.87E-08	1.65E+00
9.16E+01	1.00E-05	2.08E-08	1.58E+00
9.16E+01	1.00E-05	2.31E-08	1.51E+00
9.16E+01	1.00E-05	2.57E-08	1.45E+00
9.16E+01	1.00E-05	2.85E-08	1.38E+00
9.16E+01	1.00E-05	3.16E-08	1.31E+00
9.16E+01	1.00E-05	3.51E-08	1.25E+00
9.16E+01	1.00E-05	3.90E-08	1.18E+00
9.16E+01	1.00E-05	4.33E-08	1.12E+00
9.16E+01	1.00E-05	4.81E-08	1.05E+00
9.16E+01	1.00E-05	5.34E-08	9.87E-01
9.16E+01	1.00E-05	5.93E-08	9.23E-01
9.16E+01	1.00E-05	6.58E-08	8.57E-01
9.16E+01	1.00E-05	7.31E-08	7.92E-01
9.16E+01	1.00E-05	8.11E-08	7.26E-01
9.16E+01	1.00E-05	9.01E-08	6.61E-01
9.16E+01	1.00E-05	1.00E-07	5.95E-01
9.16E+01	1.00E-05	1.11E-07	5.30E-01
9.16E+01	1.00E-05	1.23E-07	4.66E-01
9.16E+01	1.00E-05	1.37E-07	4.04E-01
9.16E+01	1.00E-05	1.52E-07	3.44E-01
9.16E+01	1.00E-05	1.69E-07	2.88E-01
9.16E+01	1.00E-05	1.87E-07	2.37E-01
9.16E+01	1.00E-05	2.08E-07	1.90E-01
9.16E+01	1.00E-05	2.31E-07	1.50E-01
9.16E+01	1.00E-05	2.57E-07	1.15E-01
9.16E+01	1.00E-05	2.85E-07	8.67E-02
9.16E+01	1.00E-05	3.16E-07	6.40E-02
9.16E+01	1.00E-05	3.51E-07	4.65E-02
9.16E+01	1.00E-05	3.90E-07	3.35E-02
9.16E+01	1.00E-05	4.33E-07	2.41E-02
9.16E+01	1.00E-05	4.81E-07	1.75E-02
9.16E+01	1.00E-05	5.34E-07	1.28E-02
9.16E+01	1.00E-05	5.93E-07	9.57E-03
9.16E+01	1.00E-05	6.58E-07	7.21E-03
9.16E+01	1.00E-05	7.31E-07	5.46E-03
9.16E+01	1.00E-05	8.11E-07	4.13E-03
9.16E+01	1.00E-05	9.01E-07	3.10E-03
9.16E+01	1.00E-05	1.00E-06	2.29E-03
9.16E+01	1.00E-05	1.11E-06	1.67E-03
9.16E+01	1.00E-05	1.23E-06	1.19E-03
9.16E+01	1.00E-05	1.37E-06	8.24E-04
9.16E+01	1.00E-05	1.52E-06	5.55E-04
9.16E+01	1.00E-05	1.69E-06	3.60E-04
9.16E+01	1.00E-05	1.87E-06	2.23E-04
9.16E+01	1.00E-05	2.08E-06	1.32E-04
9.16E+01	1.00E-05	2.31E-06	7.36E-05
9.16E+01	1.00E-05	2.57E-06	3.84E-05
9.16E+01	1.00E-05	2.85E-06	1.86E-05
9.16E+01	1.00E-05	3.16E-06	8.24E-06
9.16E+01	2.64E-05	1.00E-10	2.88E+00
9.16E+01	2.64E-05	1.11E-10	2.88E+00
9.16E+01	2.64E-05	1.23E-10	2.88E+00
9.16E+01	2.64E-05	1.37E-10	2.88E+00
9.16E+01	2.64E-05	1.52E-10	2.88E+00
9.16E+01	2.64E-05	1.69E-10	2.88E+00
9.16E+01	2.64E-05	1.87E-10	2.88E+00
9.16E+01	2.64E-05	2.08E-10	2.87E+00
9.16E+01	2.64E-05	2.31E-10	2.87E+00
9.16E+01	2.64E-05	2.57E-10	2.87E+00
9.16E+01	2.64E-05	2.85E-10	2.87E+00
9.16E+01	2.64E-05	3.16E-10	2.87E+00
9.16E+01	2.64E-05	3.51E-10	2.87E+00
9.16E+01	2.64E-05	3.90E-10	2.86E+00
9.16E+01	2.64E-05	4.33E-10	2.86E+00
9.16E+01	2.64E-05	4.81E-10	2.86E+00
9.16E+01	2.64E-05	5.34E-10	2.85E+00
9.16E+01	2.64E-05	5.93E-10	2.85E+00
9.16E+01	2.64E-05	6.58E-10	2.84E+00
9.16E+01	2.64E-05	7.31E-10	2.83E+00
9.16E+01	2.64E-05	8.11E-10	2.83E+00
9.16E+01	2.64E-05	9.01E-10	2.82E+00
9.16E+01	2.64E-05	1.00E-09	2.81E+00
9.16E+01	2.64E-05	1.11E-09	2.80E+00
9.16E+01	2.64E-05	1.23E-09	2.78E+00
9.16E+01	2.64E-05	1.37E-09	2.77E+00
9.16E+01	2.64E-05	1.52E-09	2.75E+00
9.16E+01	2.64E-05	1.69E-09	2.74E+00
9.16E+01	2.64E-05	1.87E-09	2.72E+00
9.16E+01	2.64E-05	2.08E-09	2.69E+00
9.16E+01	2.64E-05	2.31E-09	2.67E+00
9.16E+01	2.64E-05	2.57E-09	2.64E+00
9.16E+01	2.64E-05	2.85E-09	2.61E+00
9.16E+01	2.64E-05	3.16E-09	2.58E+00
9.16E+01	2.64E-05	3.51E-09	2.54E+00
9.16E+01	2.64E-05	3.90E-09	2.51E+00
9.16E+01	2.64E-05	4.33E-09	2.47E+00
9.16E+01	2.64E-05	4.81E-09	2.42E+00
9.16E+01	2.64E-05	5.34E-09	2.37E+00
9.16E+01	2.64E-05	5.93E-09	2.32E+00
9.16E+01	2.64E-05	6.58E-09	2.27E+00
9.16E+01	2.64E-05	7.31E-09	2.21E+00
9.16E+01	2.64E-05	8.11E-09	2.16E+00
9.16E+01	2.64E-05	9.01E-09	2.09E+00
9.16E+01	2.64E-05	1.00E-08	2.03E+00
9.16E+01	2.64E-05	1.11E-08	1.96E+00
9.16E+01	2.64E-05	1.23E-08	1.90E+00
9.16E+01	2.64E-05	1.37E-08	1.83E+00
9.16E+01	2.64E-05	1.52E-08	1.76E+00
9.16E+01	2.64E-05	1.69E-08	1.68E+00
9.16E+01	2.64E-05	1.87E-08	1.61E+00
9.16E+01	2.64E-05	2.08E-08	1.54E+00
9.16E+01	2.64E-05	2.31E-08	1.46E+00
9.16E+01	2.64E-05	2.57E-08	1.39E+00
9.16E+01	2.64E-05	2.85E-08	1.31E+00
9.16E+01	2.64E-05	3.16E-08	1.23E+00
9.16E+01	2.64E-05	3.51E-08	1.16E+00
9.16E+01	2.64E-05	3.90E-08	1.08E+00
9.16E+01	2.64E-05	4.33E-08	1.00E+00
9.16E+01	2.64E-05	4.81E-08	9.21E-01
9.16E+01	2.64E-05	5.34E-08	8.42E-01
9.16E+01	2.64E-05	5.93E-08	7.64E-01
9.16E+01	2.64E-05	6.58E-08	6.86E-01
9.16E+01	2.64E-05	7.31E-08	6.10E-01
9.16E+01	2.64E-05	8.11E-08	5.36E-01
9.16E+01	2.64E-05	9.01E-08	4.65E-01
9.16E+01	2.64E-05	1.00E-07	3.98E-01
9.16E+01	2.64E-05	1.11E-07	3.35E-01
9.16E+01	2.64E-05	1.23E-07	2.78E-01
9.16E+01	2.64E-05	1.37E-07	2.27E-01
9.16E+01	2.64E-05	1.52E-07	1.83E-01
9.16E+01	2.64E-05	1.69E-07	1.45E-01
9.16E+01	2.64E-05	1.87E-07	1.14E-01
9.16E+01	2.64E-05	2.08E-07	8.93E-02
9.16E+01	2.64E-05	2.31E-07	6.97E-02
9.16E+01	2.64E-05	2.57E-07	5.45E-02
9.16E+01	2.64E-05	2.85E-07	4.30E-02
9.16E+01	2.64E-05	3.16E-07	3.41E-02
9.16E+01	2.64E-05	3.51E-07	2.72E-02
9.16E+01	2.64E-05	3.90E-07	2.19E-02
9.16E+01	2.64E-05	4.33E-07	1.76E-02
9.16E+01	2.64E-05	4.81E-07	1.41E-02
9.16E+01	2.64E-05	5.34E-07	1.12E-02
9.16E+01	2.64E-05	5.93E-07	8.85E-03
9.16E+01	2.64E-05	6.58E-07	6.92E-03
9.16E+01	2.64E-05	7.31E-07	5.36E-03
9.16E+01	2.64E-05	8.11E-07	4.10E-03
9.16E+01	2.64E-05	9.01E-07	3.09E-03
9.16E+01	2.64E-05	1.00E-06	2.29E-03
9.16E+01	2.64E-05	1.11E-06	1.67E-03
9.16E+01	2.64E-05	1.23E-06	1.19E-03
9.16E+01	2.64E-05	1.37E-06	8.24E-04
9.16E+01	2.64E-05	1.52E-06	5.55E-04
9.16E+01	2.64E-05	1.69E-06	3.60E-04
9.16E+01	2.64E-05	1.87E-06	2.23E-04
9.16E+01	2.64E-05	2.08E-06	1.32E-04
9.16E+01	2.64E-05	2.31E-06	7.36E-05
9.16E+01	2.64E-05	2.57E-06	3.84E-05
9.16E+01	2.64E-05	2.85E-06	1.86E-05
9.16E+01	2.64E-05	3.16E-06	8.24E-06
9.16E+01	6.95E-05	1.00E-10	2.88E+00
9.16E+01	6.95E-05	1.11E-10	2.88E+00
9.16E+01	6.95E-05	1.23E-10	2.88E+00
9.16E+01	6.95E-05	1.37E-10	2.88E+00
9.16E+01	6.95E-05	1.52E-10	2.88E+00
9.16E+01	6.95E-05	1.69E-10	2.88E+00
9.16E+01	6.95E-05	1.87E-10	2.88E+00
9.16E+01	6.95E-05	2.08E-10	2.87E+00
9.16E+01	6.95E-05	2.31E-10	2.87E+00
9.16E+01	6.95E-05	2.57E-10	2.87E+00
9.16E+01	6.95E-05	2.85E-10	2.87E+00
9.16E+01	6.95E-05	3.16E-10	2.87E+00
9.16E+01	6.95E-05	3.51E-10	2.86E+00
9.16E+01	6.95E-05	3.90E-10	2.86E+00
9.16E+01	6.95E-05	4.33E-10	2.86E+00
9.16E+01	6.95E-05	4.81E-10	2.86E+00
9.16E+01	6.95E-05	5.34E-10	2.85E+00
9.16E+01	6.95E-05	5.93E-10	2.85E+00
9.16E+01	6.95E-05	6.58E-10	2.84E+00
9.16E+01	6.95E-05	7.31E-10	2.83E+00
9.16E+01	6.95E-05	8.11E-10	2.83E+00
9.16E+01	6.95E-05	9.01E-10	2.82E+00
9.16E+01	6.95E-05	1.00E-09	2.81E+00
9.16E+01	6.95E-05	1.11E-09	2.80E+00
9.16E+01	6.95E-05	1.23E-09	2.78E+00
9.16E+01	6.95E-05	1.37E-09	2.77E+00
9.16E+01	6.95E-05	1.52E-09	2.75E+00
9.16E+01	6.95E-05	1.69E-09	2.73E+00
9.16E+01	6.95E-05	1.87E-09	2.71E+00
9.16E+01	6.95E-05	2.08E-09	2.69E+00
9.16E+01	6.95E-05	2.31E-09	2.67E+00
9.16E+01	6.95E-05	2.57E-09	2.64E+00
9.16E+01	6.95E-05	2.85E-09	2.61E+00
9.16E+01	6.95E-05	3.16E-09	2.58E+00
9.16E+01	6.95E-05	3.51E-09	2.54E+00
9.16E+01	6.95E-05	3.90E-09	2.50E+00
9.16E+01	6.95E-05	4.33E-09	2.46E+00
9.16E+01	6.95E-05	4.81E-09	2.41E+00
9.16E+01	6.95E-05	5.34E-09	2.36E+00
9.16E+01	6.95E-05	5.93E-09	2.31E+00
9.16E+01	6.95E-05	6.58E-09	2.26E+00
9.16E+01	6.95E-05	7.31E-09	2.20E+00
9.16E+01	6.95E-05	8.11E-09	2.14E+00
9.16E+01	6.95E-05	9.01E-09	2.07E+00
9.16E+01	6.95E-05	1.00E-08	2.00E+00
9.16E+01	6.95E-05	1.11E-08	1.93E+00
9.16E+01	6.95E-05	1.23E-08	1.86E+00
9.16E+01	6.95E-05	1.37E-08	1.78E+00
9.16E+01	6.95E-05	1.52E-08	1.70E+00
9.16E+01	6.95E-05	1.69E-08	1.62E+00
9.16E+01	6.95E-05	1.87E-08	1.54E+00
9.16E+01	6.95E-05	2.08E-08	1.45E+00
9.16E+01	6.95E-05	2.31E-08	1.36E+00
9.16E+01	6.95E-05	2.57E-08	1.27E+00
9.16E+01	6.95E-05	2.85E-08	1.18E+00
9.16E+01	6.95E-05	3.16E-08	1.09E+00
9.16E+01	6.95E-05	3.51E-08	1.00E+00
9.16E+01	6.95E-05	3.90E-08	9.12E-01
9.16E+01	6.95E-05	4.33E-08	8.22E-01
9.16E+01	6.95E-05	4.81E-08	7.34E-01
9.16E+01	6.95E-05	5.34E-08	6.49E-01
9.16E+01	6.95E-05	5.93E-08	5.67E-01
9.16E+01	6.95E-05	6.58E-08	4.90E-01
9.16E+01	6.95E-05	7.31E-08	4.19E-01
9.16E+01	6.95E-05	8.11E-08	3.55E-01
9.16E+01	6.95E-05	9.01E-08	2.98E-01
9.16E+01	6.95E-05	1.00E-07	2.48E-01
9.16E+01	6.95E-05	1.11E-07	2.05E-01
9.16E+01	6.95E-05	1.23E-07	1.69E-01
9.16E+01	6.95E-05	1.37E-07	1.39E-01
9.16E+01	6.95E-05	1.52E-07	1.15E-01
9.16E+01	6.95E-05	1.69E-07	9.57E-02
9.16E+01	6.95E-05	1.87E-07	7.96E-02
9.16E+01	6.95E-05	2.08E-07	6.65E-02
9.16E+01	6.95E-05	2.31E-07	5.56E-02
9.16E+01	6.95E-05	2.57E-07	4.64E-02
9.16E+01	6.95E-05	2.85E-07	3.86E-02
9.16E+01	6.95E-05	3.16E-07	3.19E-02
9.16E+01	6.95E-05	3.51E-07	2.63E-02
9.16E+01	6.95E-05	3.90E-07	2.15E-02
9.16E+01	6.95E-05	4.33E-07	1.74E-02
9.16E+01	6.95E-05	4.81E-07	1.40E-02
9.16E+01	6.95E-05	5.34E-07	1.12E-02
9.16E+01	6.95E-05	5.93E-07	8.84E-03
9.16E+01	6.95E-05	6.58E-07	6.92E-03
9.16E+01	6.95E-05	7.31E-07	5.36E-03
9.16E+01	6.95E-05	8.11E-07	4.10E-03
9.16E+01	6.95E-05	9.01E-07	3.09E-03
9.16E+01	6.95E-05	1.00E-06	2.29E-03
9.16E+01	6.95E-05	1.11E-06	1.67E-03
9.16E+01	6.95E-05	1.23E-06	1.19E-03
9.16E+01	6.95E-05	1.37E-06	8.24E-04
9.16E+01	6.95E-05	1.52E-06	5.55E-04
9.16E+01	6.95E-05	1.69E-06	3.60E-04
9.16E+01	6.95E-05	1.87E-06	2.23E-04
9.16E+01	6.95E-05	2.08E-06	1.32E-04
9.16E+01	6.95E-05	2.31E-06	7.36E-05
9.16E+01	6.95E-05	2.57E-06	3.84E-05
9.16E+01	6.95E-05	2.85E-06	1.86E-05
9.16E+01	6.95E-05	3.16E-06	8.24E-06
9.16E+01	1.83E-04	1.00E-10	2.88E+00
9.16E+01	1.83E-04	1.11E-10	2.88E+00
9.16E+01	1.83E-04	1.23E-10	2.88E+00
9.16E+01	1.83E-04	1.37E-10	2.88E+00
9.16E+01	1.83E-04	1.52E-10	2.88E+00
9.16E+01	1.83E-04	1.69E-10	2.88E+00
9.16E+01	1.83E-04	1.87E-10	2.88E+00
9.16E+01	1.83E-04	2.08E-10	2.87E+00
9.16E+01	1.83E-04	2.31E-10	2.87E+00
9.16E+01	1.83E-04	2.57E-10	2.87E+00
9.16E+01	1.83E-04	2.85E-10	2.87E+00
9.16E+01	1.83E-04	3.16E-10	2.87E+00
9.16E+01	1.83E-04	3.51E-10	2.86E+00
9.16E+01	1.83E-04	3.90E-10	2.86E+00
9.16E+01	1.83E-04	4.33E-10	2.86E+00
9.16E+01	1.83E-04	4.81E-10	2.85E+00
9.16E+01	1.83E-04	5.34E-10	2.85E+00
9.16E+01	1.83E-04	5.93E-10	2.85E+00
9.16E+01	1.83E-04	6.58E-10	2.84E+00
9.16E+01	1.83E-04	7.31E-10	2.83E+00
9.16E+01	1.83E-04	8.11E-10	2.82E+00
9.16E+01	1.83E-04	9.01E-10	2.82E+00
9.16E+01	1.83E-04	1.00E-09	2.81E+00
9.16E+01	1.83E-04	1.11E-09	2.79E+00
9.16E+01	1.83E-04	1.23E-09	2.78E+00
9.16E+01	1.83E-04	1.37E-09	2.77E+00
9.16E+01	1.83E-04	1.52E-09	2.75E+00
9.16E+01	1.83E-04	1.69E-09	2.73E+00
9.16E+01	1.83E-04	1.87E-09	2.71E+00
9.16E+01	1.83E-04	2.08E-09	2.69E+00
9.16E+01	1.83E-04	2.31E-09	2.66E+00
9.16E+01	1.83E-04	2.57E-09	2.63E+00
9.16E+01	1.83E-04	2.85E-09	2.60E+00
9.16E+01	1.83E-04	3.16E-09	2.57E+00
9.16E+01	1.83E-04	3.51E-09	2.53E+00
9.16E+01	1.83E-04	3.90E-09	2.49E+00
9.16E+01	1.83E-04	4.33E-09	2.44E+00
9.16E+01	1.83E-04	4.81E-09	2.39E+00
9.16E+01	1.83E-04	5.34E-09	2.34E+00
9.16E+01	1.83E-04	5.93E-09	2.28E+00
9.16E+01	1.83E-04	6.58E-09	2.22E+00
9.16E+01	1.83E-04	7.31E-09	2.16E+00
9.16E+01	1.83E-04	8.11E-09	2.09E+00
9.16E+01	1.83E-04	9.01E-09	2.02E+00
