Temperature	Concentration	Distance	Hamaker
6.63E+01	3.36E-03	1.52E-10	3.03E+00
6.63E+01	3.36E-03	1.69E-10	3.03E+00
6.63E+01	3.36E-03	1.87E-10	3.03E+00
6.63E+01	3.36E-03	2.08E-10	3.03E+00
6.63E+01	3.36E-03	2.31E-10	3.03E+00
6.63E+01	3.36E-03	2.57E-10	3.03E+00
6.63E+01	3.36E-03	2.85E-10	3.02E+00
6.63E+01	3.36E-03	3.16E-10	3.02E+00
6.63E+01	3.36E-03	3.51E-10	3.02E+00
6.63E+01	3.36E-03	3.90E-10	3.01E+00
6.63E+01	3.36E-03	4.33E-10	3.01E+00
6.63E+01	3.36E-03	4.81E-10	3.00E+00
6.63E+01	3.36E-03	5.34E-10	3.00E+00
6.63E+01	3.36E-03	5.93E-10	2.99E+00
6.63E+01	3.36E-03	6.58E-10	2.98E+00
6.63E+01	3.36E-03	7.31E-10	2.97E+00
6.63E+01	3.36E-03	8.11E-10	2.96E+00
6.63E+01	3.36E-03	9.01E-10	2.95E+00
6.63E+01	3.36E-03	1.00E-09	2.93E+00
6.63E+01	3.36E-03	1.11E-09	2.92E+00
6.63E+01	3.36E-03	1.23E-09	2.90E+00
6.63E+01	3.36E-03	1.37E-09	2.88E+00
6.63E+01	3.36E-03	1.52E-09	2.85E+00
6.63E+01	3.36E-03	1.69E-09	2.82E+00
6.63E+01	3.36E-03	1.87E-09	2.79E+00
6.63E+01	3.36E-03	2.08E-09	2.75E+00
6.63E+01	3.36E-03	2.31E-09	2.71E+00
6.63E+01	3.36E-03	2.57E-09	2.66E+00
6.63E+01	3.36E-03	2.85E-09	2.61E+00
6.63E+01	3.36E-03	3.16E-09	2.55E+00
6.63E+01	3.36E-03	3.51E-09	2.48E+00
6.63E+01	3.36E-03	3.90E-09	2.41E+00
6.63E+01	3.36E-03	4.33E-09	2.34E+00
6.63E+01	3.36E-03	4.81E-09	2.25E+00
6.63E+01	3.36E-03	5.34E-09	2.17E+00
6.63E+01	3.36E-03	5.93E-09	2.07E+00
6.63E+01	3.36E-03	6.58E-09	1.97E+00
6.63E+01	3.36E-03	7.31E-09	1.87E+00
6.63E+01	3.36E-03	8.11E-09	1.77E+00
6.63E+01	3.36E-03	9.01E-09	1.67E+00
6.63E+01	3.36E-03	1.00E-08	1.56E+00
6.63E+01	3.36E-03	1.11E-08	1.46E+00
6.63E+01	3.36E-03	1.23E-08	1.36E+00
6.63E+01	3.36E-03	1.37E-08	1.26E+00
6.63E+01	3.36E-03	1.52E-08	1.17E+00
6.63E+01	3.36E-03	1.69E-08	1.09E+00
6.63E+01	3.36E-03	1.87E-08	1.00E+00
6.63E+01	3.36E-03	2.08E-08	9.27E-01
6.63E+01	3.36E-03	2.31E-08	8.55E-01
6.63E+01	3.36E-03	2.57E-08	7.88E-01
6.63E+01	3.36E-03	2.85E-08	7.24E-01
6.63E+01	3.36E-03	3.16E-08	6.63E-01
6.63E+01	3.36E-03	3.51E-08	6.06E-01
6.63E+01	3.36E-03	3.90E-08	5.51E-01
6.63E+01	3.36E-03	4.33E-08	5.00E-01
6.63E+01	3.36E-03	4.81E-08	4.52E-01
6.63E+01	3.36E-03	5.34E-08	4.07E-01
6.63E+01	3.36E-03	5.93E-08	3.64E-01
6.63E+01	3.36E-03	6.58E-08	3.25E-01
6.63E+01	3.36E-03	7.31E-08	2.89E-01
6.63E+01	3.36E-03	8.11E-08	2.56E-01
6.63E+01	3.36E-03	9.01E-08	2.26E-01
6.63E+01	3.36E-03	1.00E-07	1.98E-01
6.63E+01	3.36E-03	1.11E-07	1.73E-01
6.63E+01	3.36E-03	1.23E-07	1.51E-01
6.63E+01	3.36E-03	1.37E-07	1.31E-01
6.63E+01	3.36E-03	1.52E-07	1.13E-01
6.63E+01	3.36E-03	1.69E-07	9.65E-02
6.63E+01	3.36E-03	1.87E-07	8.24E-02
6.63E+01	3.36E-03	2.08E-07	6.99E-02
6.63E+01	3.36E-03	2.31E-07	5.90E-02
6.63E+01	3.36E-03	2.57E-07	4.95E-02
6.63E+01	3.36E-03	2.85E-07	4.13E-02
6.63E+01	3.36E-03	3.16E-07	3.42E-02
6.63E+01	3.36E-03	3.51E-07	2.81E-02
6.63E+01	3.36E-03	3.90E-07	2.30E-02
6.63E+01	3.36E-03	4.33E-07	1.87E-02
6.63E+01	3.36E-03	4.81E-07	1.50E-02
6.63E+01	3.36E-03	5.34E-07	1.20E-02
6.63E+01	3.36E-03	5.93E-07	9.48E-03
6.63E+01	3.36E-03	6.58E-07	7.43E-03
6.63E+01	3.36E-03	7.31E-07	5.76E-03
6.63E+01	3.36E-03	8.11E-07	4.41E-03
6.63E+01	3.36E-03	9.01E-07	3.34E-03
6.63E+01	3.36E-03	1.00E-06	2.49E-03
6.63E+01	3.36E-03	1.11E-06	1.83E-03
6.63E+01	3.36E-03	1.23E-06	1.31E-03
6.63E+01	3.36E-03	1.37E-06	9.23E-04
6.63E+01	3.36E-03	1.52E-06	6.32E-04
6.63E+01	3.36E-03	1.69E-06	4.18E-04
6.63E+01	3.36E-03	1.87E-06	2.67E-04
6.63E+01	3.36E-03	2.08E-06	1.63E-04
6.63E+01	3.36E-03	2.31E-06	9.40E-05
6.63E+01	3.36E-03	2.57E-06	5.12E-05
6.63E+01	3.36E-03	2.85E-06	2.60E-05
6.63E+01	3.36E-03	3.16E-06	1.22E-05
6.63E+01	8.86E-03	1.00E-10	3.04E+00
6.63E+01	8.86E-03	1.11E-10	3.03E+00
6.63E+01	8.86E-03	1.23E-10	3.03E+00
6.63E+01	8.86E-03	1.37E-10	3.03E+00
6.63E+01	8.86E-03	1.52E-10	3.03E+00
6.63E+01	8.86E-03	1.69E-10	3.03E+00
6.63E+01	8.86E-03	1.87E-10	3.03E+00
6.63E+01	8.86E-03	2.08E-10	3.03E+00
6.63E+01	8.86E-03	2.31E-10	3.03E+00
6.63E+01	8.86E-03	2.57E-10	3.02E+00
6.63E+01	8.86E-03	2.85E-10	3.02E+00
6.63E+01	8.86E-03	3.16E-10	3.02E+00
6.63E+01	8.86E-03	3.51E-10	3.01E+00
6.63E+01	8.86E-03	3.90E-10	3.01E+00
6.63E+01	8.86E-03	4.33E-10	3.00E+00
6.63E+01	8.86E-03	4.81E-10	2.99E+00
6.63E+01	8.86E-03	5.34E-10	2.99E+00
6.63E+01	8.86E-03	5.93E-10	2.98E+00
6.63E+01	8.86E-03	6.58E-10	2.97E+00
6.63E+01	8.86E-03	7.31E-10	2.95E+00
6.63E+01	8.86E-03	8.11E-10	2.94E+00
6.63E+01	8.86E-03	9.01E-10	2.92E+00
6.63E+01	8.86E-03	1.00E-09	2.90E+00
6.63E+01	8.86E-03	1.11E-09	2.88E+00
6.63E+01	8.86E-03	1.23E-09	2.85E+00
6.63E+01	8.86E-03	1.37E-09	2.82E+00
6.63E+01	8.86E-03	1.52E-09	2.79E+00
6.63E+01	8.86E-03	1.69E-09	2.75E+00
6.63E+01	8.86E-03	1.87E-09	2.70E+00
6.63E+01	8.86E-03	2.08E-09	2.65E+00
6.63E+01	8.86E-03	2.31E-09	2.60E+00
6.63E+01	8.86E-03	2.57E-09	2.54E+00
6.63E+01	8.86E-03	2.85E-09	2.47E+00
6.63E+01	8.86E-03	3.16E-09	2.40E+00
6.63E+01	8.86E-03	3.51E-09	2.32E+00
6.63E+01	8.86E-03	3.90E-09	2.24E+00
6.63E+01	8.86E-03	4.33E-09	2.15E+00
6.63E+01	8.86E-03	4.81E-09	2.06E+00
6.63E+01	8.86E-03	5.34E-09	1.97E+00
6.63E+01	8.86E-03	5.93E-09	1.88E+00
6.63E+01	8.86E-03	6.58E-09	1.78E+00
6.63E+01	8.86E-03	7.31E-09	1.69E+00
6.63E+01	8.86E-03	8.11E-09	1.60E+00
6.63E+01	8.86E-03	9.01E-09	1.51E+00
6.63E+01	8.86E-03	1.00E-08	1.43E+00
6.63E+01	8.86E-03	1.11E-08	1.35E+00
6.63E+01	8.86E-03	1.23E-08	1.27E+00
6.63E+01	8.86E-03	1.37E-08	1.19E+00
6.63E+01	8.86E-03	1.52E-08	1.12E+00
6.63E+01	8.86E-03	1.69E-08	1.05E+00
6.63E+01	8.86E-03	1.87E-08	9.80E-01
6.63E+01	8.86E-03	2.08E-08	9.12E-01
6.63E+01	8.86E-03	2.31E-08	8.47E-01
6.63E+01	8.86E-03	2.57E-08	7.83E-01
6.63E+01	8.86E-03	2.85E-08	7.21E-01
6.63E+01	8.86E-03	3.16E-08	6.62E-01
6.63E+01	8.86E-03	3.51E-08	6.05E-01
6.63E+01	8.86E-03	3.90E-08	5.51E-01
6.63E+01	8.86E-03	4.33E-08	5.00E-01
6.63E+01	8.86E-03	4.81E-08	4.52E-01
6.63E+01	8.86E-03	5.34E-08	4.07E-01
6.63E+01	8.86E-03	5.93E-08	3.64E-01
6.63E+01	8.86E-03	6.58E-08	3.25E-01
6.63E+01	8.86E-03	7.31E-08	2.89E-01
6.63E+01	8.86E-03	8.11E-08	2.56E-01
6.63E+01	8.86E-03	9.01E-08	2.26E-01
6.63E+01	8.86E-03	1.00E-07	1.98E-01
6.63E+01	8.86E-03	1.11E-07	1.73E-01
6.63E+01	8.86E-03	1.23E-07	1.51E-01
6.63E+01	8.86E-03	1.37E-07	1.31E-01
6.63E+01	8.86E-03	1.52E-07	1.13E-01
6.63E+01	8.86E-03	1.69E-07	9.65E-02
6.63E+01	8.86E-03	1.87E-07	8.24E-02
6.63E+01	8.86E-03	2.08E-07	6.99E-02
6.63E+01	8.86E-03	2.31E-07	5.90E-02
6.63E+01	8.86E-03	2.57E-07	4.95E-02
6.63E+01	8.86E-03	2.85E-07	4.13E-02
6.63E+01	8.86E-03	3.16E-07	3.42E-02
6.63E+01	8.86E-03	3.51E-07	2.81E-02
6.63E+01	8.86E-03	3.90E-07	2.30E-02
6.63E+01	8.86E-03	4.33E-07	1.87E-02
6.63E+01	8.86E-03	4.81E-07	1.50E-02
6.63E+01	8.86E-03	5.34E-07	1.20E-02
6.63E+01	8.86E-03	5.93E-07	9.48E-03
6.63E+01	8.86E-03	6.58E-07	7.43E-03
6.63E+01	8.86E-03	7.31E-07	5.76E-03
6.63E+01	8.86E-03	8.11E-07	4.41E-03
6.63E+01	8.86E-03	9.01E-07	3.34E-03
6.63E+01	8.86E-03	1.00E-06	2.49E-03
6.63E+01	8.86E-03	1.11E-06	1.83E-03
6.63E+01	8.86E-03	1.23E-06	1.31E-03
6.63E+01	8.86E-03	1.37E-06	9.23E-04
6.63E+01	8.86E-03	1.52E-06	6.32E-04
6.63E+01	8.86E-03	1.69E-06	4.18E-04
6.63E+01	8.86E-03	1.87E-06	2.67E-04
6.63E+01	8.86E-03	2.08E-06	1.63E-04
6.63E+01	8.86E-03	2.31E-06	9.40E-05
6.63E+01	8.86E-03	2.57E-06	5.12E-05
6.63E+01	8.86E-03	2.85E-06	2.60E-05
6.63E+01	8.86E-03	3.16E-06	1.22E-05
6.63E+01	2.34E-02	1.00E-10	3.03E+00
6.63E+01	2.34E-02	1.11E-10	3.03E+00
6.63E+01	2.34E-02	1.23E-10	3.03E+00
6.63E+01	2.34E-02	1.37E-10	3.03E+00
6.63E+01	2.34E-02	1.52E-10	3.03E+00
6.63E+01	2.34E-02	1.69E-10	3.03E+00
6.63E+01	2.34E-02	1.87E-10	3.03E+00
6.63E+01	2.34E-02	2.08E-10	3.02E+00
6.63E+01	2.34E-02	2.31E-10	3.02E+00
6.63E+01	2.34E-02	2.57E-10	3.02E+00
6.63E+01	2.34E-02	2.85E-10	3.01E+00
6.63E+01	2.34E-02	3.16E-10	3.01E+00
6.63E+01	2.34E-02	3.51E-10	3.00E+00
6.63E+01	2.34E-02	3.90E-10	2.99E+00
6.63E+01	2.34E-02	4.33E-10	2.98E+00
6.63E+01	2.34E-02	4.81E-10	2.97E+00
6.63E+01	2.34E-02	5.34E-10	2.96E+00
6.63E+01	2.34E-02	5.93E-10	2.95E+00
6.63E+01	2.34E-02	6.58E-10	2.93E+00
6.63E+01	2.34E-02	7.31E-10	2.91E+00
6.63E+01	2.34E-02	8.11E-10	2.89E+00
6.63E+01	2.34E-02	9.01E-10	2.86E+00
6.63E+01	2.34E-02	1.00E-09	2.83E+00
6.63E+01	2.34E-02	1.11E-09	2.80E+00
6.63E+01	2.34E-02	1.23E-09	2.76E+00
6.63E+01	2.34E-02	1.37E-09	2.71E+00
6.63E+01	2.34E-02	1.52E-09	2.67E+00
6.63E+01	2.34E-02	1.69E-09	2.61E+00
6.63E+01	2.34E-02	1.87E-09	2.56E+00
6.63E+01	2.34E-02	2.08E-09	2.49E+00
6.63E+01	2.34E-02	2.31E-09	2.42E+00
6.63E+01	2.34E-02	2.57E-09	2.35E+00
6.63E+01	2.34E-02	2.85E-09	2.28E+00
6.63E+01	2.34E-02	3.16E-09	2.20E+00
6.63E+01	2.34E-02	3.51E-09	2.12E+00
6.63E+01	2.34E-02	3.90E-09	2.04E+00
6.63E+01	2.34E-02	4.33E-09	1.96E+00
6.63E+01	2.34E-02	4.81E-09	1.89E+00
6.63E+01	2.34E-02	5.34E-09	1.81E+00
6.63E+01	2.34E-02	5.93E-09	1.74E+00
6.63E+01	2.34E-02	6.58E-09	1.66E+00
6.63E+01	2.34E-02	7.31E-09	1.59E+00
6.63E+01	2.34E-02	8.11E-09	1.52E+00
6.63E+01	2.34E-02	9.01E-09	1.46E+00
6.63E+01	2.34E-02	1.00E-08	1.39E+00
6.63E+01	2.34E-02	1.11E-08	1.32E+00
6.63E+01	2.34E-02	1.23E-08	1.25E+00
6.63E+01	2.34E-02	1.37E-08	1.18E+00
6.63E+01	2.34E-02	1.52E-08	1.11E+00
6.63E+01	2.34E-02	1.69E-08	1.05E+00
6.63E+01	2.34E-02	1.87E-08	9.78E-01
6.63E+01	2.34E-02	2.08E-08	9.12E-01
6.63E+01	2.34E-02	2.31E-08	8.46E-01
6.63E+01	2.34E-02	2.57E-08	7.83E-01
6.63E+01	2.34E-02	2.85E-08	7.21E-01
6.63E+01	2.34E-02	3.16E-08	6.62E-01
6.63E+01	2.34E-02	3.51E-08	6.05E-01
6.63E+01	2.34E-02	3.90E-08	5.51E-01
6.63E+01	2.34E-02	4.33E-08	5.00E-01
6.63E+01	2.34E-02	4.81E-08	4.52E-01
6.63E+01	2.34E-02	5.34E-08	4.07E-01
6.63E+01	2.34E-02	5.93E-08	3.64E-01
6.63E+01	2.34E-02	6.58E-08	3.25E-01
6.63E+01	2.34E-02	7.31E-08	2.89E-01
6.63E+01	2.34E-02	8.11E-08	2.56E-01
6.63E+01	2.34E-02	9.01E-08	2.26E-01
6.63E+01	2.34E-02	1.00E-07	1.98E-01
6.63E+01	2.34E-02	1.11E-07	1.73E-01
6.63E+01	2.34E-02	1.23E-07	1.51E-01
6.63E+01	2.34E-02	1.37E-07	1.31E-01
6.63E+01	2.34E-02	1.52E-07	1.13E-01
6.63E+01	2.34E-02	1.69E-07	9.65E-02
6.63E+01	2.34E-02	1.87E-07	8.24E-02
6.63E+01	2.34E-02	2.08E-07	6.99E-02
6.63E+01	2.34E-02	2.31E-07	5.90E-02
6.63E+01	2.34E-02	2.57E-07	4.95E-02
6.63E+01	2.34E-02	2.85E-07	4.13E-02
6.63E+01	2.34E-02	3.16E-07	3.42E-02
6.63E+01	2.34E-02	3.51E-07	2.81E-02
6.63E+01	2.34E-02	3.90E-07	2.30E-02
6.63E+01	2.34E-02	4.33E-07	1.87E-02
6.63E+01	2.34E-02	4.81E-07	1.50E-02
6.63E+01	2.34E-02	5.34E-07	1.20E-02
6.63E+01	2.34E-02	5.93E-07	9.48E-03
6.63E+01	2.34E-02	6.58E-07	7.43E-03
6.63E+01	2.34E-02	7.31E-07	5.76E-03
6.63E+01	2.34E-02	8.11E-07	4.41E-03
6.63E+01	2.34E-02	9.01E-07	3.34E-03
6.63E+01	2.34E-02	1.00E-06	2.49E-03
6.63E+01	2.34E-02	1.11E-06	1.83E-03
6.63E+01	2.34E-02	1.23E-06	1.31E-03
6.63E+01	2.34E-02	1.37E-06	9.23E-04
6.63E+01	2.34E-02	1.52E-06	6.32E-04
6.63E+01	2.34E-02	1.69E-06	4.18E-04
6.63E+01	2.34E-02	1.87E-06	2.67E-04
6.63E+01	2.34E-02	2.08E-06	1.63E-04
6.63E+01	2.34E-02	2.31E-06	9.40E-05
6.63E+01	2.34E-02	2.57E-06	5.12E-05
6.63E+01	2.34E-02	2.85E-06	2.60E-05
6.63E+01	2.34E-02	3.16E-06	1.22E-05
6.63E+01	6.16E-02	1.00E-10	3.03E+00
6.63E+01	6.16E-02	1.11E-10	3.03E+00
6.63E+01	6.16E-02	1.23E-10	3.03E+00
6.63E+01	6.16E-02	1.37E-10	3.03E+00
6.63E+01	6.16E-02	1.52E-10	3.02E+00
6.63E+01	6.16E-02	1.69E-10	3.02E+00
6.63E+01	6.16E-02	1.87E-10	3.02E+00
6.63E+01	6.16E-02	2.08E-10	3.01E+00
6.63E+01	6.16E-02	2.31E-10	3.01E+00
6.63E+01	6.16E-02	2.57E-10	3.00E+00
6.63E+01	6.16E-02	2.85E-10	2.99E+00
6.63E+01	6.16E-02	3.16E-10	2.98E+00
6.63E+01	6.16E-02	3.51E-10	2.97E+00
6.63E+01	6.16E-02	3.90E-10	2.96E+00
6.63E+01	6.16E-02	4.33E-10	2.94E+00
6.63E+01	6.16E-02	4.81E-10	2.92E+00
6.63E+01	6.16E-02	5.34E-10	2.90E+00
6.63E+01	6.16E-02	5.93E-10	2.88E+00
6.63E+01	6.16E-02	6.58E-10	2.85E+00
6.63E+01	6.16E-02	7.31E-10	2.82E+00
6.63E+01	6.16E-02	8.11E-10	2.79E+00
6.63E+01	6.16E-02	9.01E-10	2.75E+00
6.63E+01	6.16E-02	1.00E-09	2.70E+00
6.63E+01	6.16E-02	1.11E-09	2.66E+00
6.63E+01	6.16E-02	1.23E-09	2.60E+00
6.63E+01	6.16E-02	1.37E-09	2.55E+00
6.63E+01	6.16E-02	1.52E-09	2.49E+00
6.63E+01	6.16E-02	1.69E-09	2.43E+00
6.63E+01	6.16E-02	1.87E-09	2.36E+00
6.63E+01	6.16E-02	2.08E-09	2.30E+00
6.63E+01	6.16E-02	2.31E-09	2.23E+00
6.63E+01	6.16E-02	2.57E-09	2.16E+00
6.63E+01	6.16E-02	2.85E-09	2.10E+00
6.63E+01	6.16E-02	3.16E-09	2.04E+00
6.63E+01	6.16E-02	3.51E-09	1.98E+00
6.63E+01	6.16E-02	3.90E-09	1.92E+00
6.63E+01	6.16E-02	4.33E-09	1.86E+00
6.63E+01	6.16E-02	4.81E-09	1.80E+00
6.63E+01	6.16E-02	5.34E-09	1.75E+00
6.63E+01	6.16E-02	5.93E-09	1.69E+00
6.63E+01	6.16E-02	6.58E-09	1.63E+00
6.63E+01	6.16E-02	7.31E-09	1.57E+00
6.63E+01	6.16E-02	8.11E-09	1.51E+00
6.63E+01	6.16E-02	9.01E-09	1.45E+00
6.63E+01	6.16E-02	1.00E-08	1.38E+00
6.63E+01	6.16E-02	1.11E-08	1.32E+00
6.63E+01	6.16E-02	1.23E-08	1.25E+00
6.63E+01	6.16E-02	1.37E-08	1.18E+00
6.63E+01	6.16E-02	1.52E-08	1.11E+00
6.63E+01	6.16E-02	1.69E-08	1.05E+00
6.63E+01	6.16E-02	1.87E-08	9.78E-01
6.63E+01	6.16E-02	2.08E-08	9.12E-01
6.63E+01	6.16E-02	2.31E-08	8.46E-01
6.63E+01	6.16E-02	2.57E-08	7.83E-01
6.63E+01	6.16E-02	2.85E-08	7.21E-01
6.63E+01	6.16E-02	3.16E-08	6.62E-01
6.63E+01	6.16E-02	3.51E-08	6.05E-01
6.63E+01	6.16E-02	3.90E-08	5.51E-01
6.63E+01	6.16E-02	4.33E-08	5.00E-01
6.63E+01	6.16E-02	4.81E-08	4.52E-01
6.63E+01	6.16E-02	5.34E-08	4.07E-01
6.63E+01	6.16E-02	5.93E-08	3.64E-01
6.63E+01	6.16E-02	6.58E-08	3.25E-01
6.63E+01	6.16E-02	7.31E-08	2.89E-01
6.63E+01	6.16E-02	8.11E-08	2.56E-01
6.63E+01	6.16E-02	9.01E-08	2.26E-01
6.63E+01	6.16E-02	1.00E-07	1.98E-01
6.63E+01	6.16E-02	1.11E-07	1.73E-01
6.63E+01	6.16E-02	1.23E-07	1.51E-01
6.63E+01	6.16E-02	1.37E-07	1.31E-01
6.63E+01	6.16E-02	1.52E-07	1.13E-01
6.63E+01	6.16E-02	1.69E-07	9.65E-02
6.63E+01	6.16E-02	1.87E-07	8.24E-02
6.63E+01	6.16E-02	2.08E-07	6.99E-02
6.63E+01	6.16E-02	2.31E-07	5.90E-02
6.63E+01	6.16E-02	2.57E-07	4.95E-02
6.63E+01	6.16E-02	2.85E-07	4.13E-02
6.63E+01	6.16E-02	3.16E-07	3.42E-02
6.63E+01	6.16E-02	3.51E-07	2.81E-02
6.63E+01	6.16E-02	3.90E-07	2.30E-02
6.63E+01	6.16E-02	4.33E-07	1.87E-02
6.63E+01	6.16E-02	4.81E-07	1.50E-02
6.63E+01	6.16E-02	5.34E-07	1.20E-02
6.63E+01	6.16E-02	5.93E-07	9.48E-03
6.63E+01	6.16E-02	6.58E-07	7.43E-03
6.63E+01	6.16E-02	7.31E-07	5.76E-03
6.63E+01	6.16E-02	8.11E-07	4.41E-03
6.63E+01	6.16E-02	9.01E-07	3.34E-03
6.63E+01	6.16E-02	1.00E-06	2.49E-03
6.63E+01	6.16E-02	1.11E-06	1.83E-03
6.63E+01	6.16E-02	1.23E-06	1.31E-03
6.63E+01	6.16E-02	1.37E-06	9.23E-04
6.63E+01	6.16E-02	1.52E-06	6.32E-04
6.63E+01	6.16E-02	1.69E-06	4.18E-04
6.63E+01	6.16E-02	1.87E-06	2.67E-04
6.63E+01	6.16E-02	2.08E-06	1.63E-04
6.63E+01	6.16E-02	2.31E-06	9.40E-05
6.63E+01	6.16E-02	2.57E-06	5.12E-05
6.63E+01	6.16E-02	2.85E-06	2.60E-05
6.63E+01	6.16E-02	3.16E-06	1.22E-05
6.63E+01	1.62E-01	1.00E-10	3.02E+00
6.63E+01	1.62E-01	1.11E-10	3.02E+00
6.63E+01	1.62E-01	1.23E-10	3.02E+00
6.63E+01	1.62E-01	1.37E-10	3.01E+00
6.63E+01	1.62E-01	1.52E-10	3.01E+00
6.63E+01	1.62E-01	1.69E-10	3.00E+00
6.63E+01	1.62E-01	1.87E-10	2.99E+00
6.63E+01	1.62E-01	2.08E-10	2.98E+00
6.63E+01	1.62E-01	2.31E-10	2.97E+00
6.63E+01	1.62E-01	2.57E-10	2.96E+00
6.63E+01	1.62E-01	2.85E-10	2.94E+00
6.63E+01	1.62E-01	3.16E-10	2.93E+00
6.63E+01	1.62E-01	3.51E-10	2.91E+00
6.63E+01	1.62E-01	3.90E-10	2.88E+00
6.63E+01	1.62E-01	4.33E-10	2.86E+00
6.63E+01	1.62E-01	4.81E-10	2.83E+00
6.63E+01	1.62E-01	5.34E-10	2.79E+00
6.63E+01	1.62E-01	5.93E-10	2.76E+00
6.63E+01	1.62E-01	6.58E-10	2.72E+00
6.63E+01	1.62E-01	7.31E-10	2.67E+00
6.63E+01	1.62E-01	8.11E-10	2.62E+00
6.63E+01	1.62E-01	9.01E-10	2.57E+00
6.63E+01	1.62E-01	1.00E-09	2.52E+00
6.63E+01	1.62E-01	1.11E-09	2.46E+00
6.63E+01	1.62E-01	1.23E-09	2.41E+00
6.63E+01	1.62E-01	1.37E-09	2.35E+00
6.63E+01	1.62E-01	1.52E-09	2.30E+00
6.63E+01	1.62E-01	1.69E-09	2.24E+00
6.63E+01	1.62E-01	1.87E-09	2.19E+00
6.63E+01	1.62E-01	2.08E-09	2.14E+00
6.63E+01	1.62E-01	2.31E-09	2.10E+00
6.63E+01	1.62E-01	2.57E-09	2.05E+00
6.63E+01	1.62E-01	2.85E-09	2.01E+00
6.63E+01	1.62E-01	3.16E-09	1.97E+00
6.63E+01	1.62E-01	3.51E-09	1.92E+00
6.63E+01	1.62E-01	3.90E-09	1.88E+00
6.63E+01	1.62E-01	4.33E-09	1.83E+00
6.63E+01	1.62E-01	4.81E-09	1.79E+00
6.63E+01	1.62E-01	5.34E-09	1.74E+00
6.63E+01	1.62E-01	5.93E-09	1.68E+00
6.63E+01	1.62E-01	6.58E-09	1.63E+00
6.63E+01	1.62E-01	7.31E-09	1.57E+00
6.63E+01	1.62E-01	8.11E-09	1.51E+00
6.63E+01	1.62E-01	9.01E-09	1.45E+00
6.63E+01	1.62E-01	1.00E-08	1.38E+00
6.63E+01	1.62E-01	1.11E-08	1.32E+00
6.63E+01	1.62E-01	1.23E-08	1.25E+00
6.63E+01	1.62E-01	1.37E-08	1.18E+00
6.63E+01	1.62E-01	1.52E-08	1.11E+00
6.63E+01	1.62E-01	1.69E-08	1.05E+00
6.63E+01	1.62E-01	1.87E-08	9.78E-01
6.63E+01	1.62E-01	2.08E-08	9.12E-01
6.63E+01	1.62E-01	2.31E-08	8.46E-01
6.63E+01	1.62E-01	2.57E-08	7.83E-01
6.63E+01	1.62E-01	2.85E-08	7.21E-01
6.63E+01	1.62E-01	3.16E-08	6.62E-01
6.63E+01	1.62E-01	3.51E-08	6.05E-01
6.63E+01	1.62E-01	3.90E-08	5.51E-01
6.63E+01	1.62E-01	4.33E-08	5.00E-01
6.63E+01	1.62E-01	4.81E-08	4.52E-01
6.63E+01	1.62E-01	5.34E-08	4.07E-01
6.63E+01	1.62E-01	5.93E-08	3.64E-01
6.63E+01	1.62E-01	6.58E-08	3.25E-01
6.63E+01	1.62E-01	7.31E-08	2.89E-01
6.63E+01	1.62E-01	8.11E-08	2.56E-01
6.63E+01	1.62E-01	9.01E-08	2.26E-01
6.63E+01	1.62E-01	1.00E-07	1.98E-01
6.63E+01	1.62E-01	1.11E-07	1.73E-01
6.63E+01	1.62E-01	1.23E-07	1.51E-01
6.63E+01	1.62E-01	1.37E-07	1.31E-01
6.63E+01	1.62E-01	1.52E-07	1.13E-01
6.63E+01	1.62E-01	1.69E-07	9.65E-02
6.63E+01	1.62E-01	1.87E-07	8.24E-02
6.63E+01	1.62E-01	2.08E-07	6.99E-02
6.63E+01	1.62E-01	2.31E-07	5.90E-02
6.63E+01	1.62E-01	2.57E-07	4.95E-02
6.63E+01	1.62E-01	2.85E-07	4.13E-02
6.63E+01	1.62E-01	3.16E-07	3.42E-02
6.63E+01	1.62E-01	3.51E-07	2.81E-02
6.63E+01	1.62E-01	3.90E-07	2.30E-02
6.63E+01	1.62E-01	4.33E-07	1.87E-02
6.63E+01	1.62E-01	4.81E-07	1.50E-02
6.63E+01	1.62E-01	5.34E-07	1.20E-02
6.63E+01	1.62E-01	5.93E-07	9.48E-03
6.63E+01	1.62E-01	6.58E-07	7.43E-03
6.63E+01	1.62E-01	7.31E-07	5.76E-03
6.63E+01	1.62E-01	8.11E-07	4.41E-03
6.63E+01	1.62E-01	9.01E-07	3.34E-03
6.63E+01	1.62E-01	1.00E-06	2.49E-03
6.63E+01	1.62E-01	1.11E-06	1.83E-03
6.63E+01	1.62E-01	1.23E-06	1.31E-03
6.63E+01	1.62E-01	1.37E-06	9.23E-04
6.63E+01	1.62E-01	1.52E-06	6.32E-04
6.63E+01	1.62E-01	1.69E-06	4.18E-04
6.63E+01	1.62E-01	1.87E-06	2.67E-04
6.63E+01	1.62E-01	2.08E-06	1.63E-04
6.63E+01	1.62E-01	2.31E-06	9.40E-05
6.63E+01	1.62E-01	2.57E-06	5.12E-05
6.63E+01	1.62E-01	2.85E-06	2.60E-05
6.63E+01	1.62E-01	3.16E-06	1.22E-05
6.63E+01	4.28E-01	1.00E-10	3.01E+00
6.63E+01	4.28E-01	1.11E-10	3.00E+00
6.63E+01	4.28E-01	1.23E-10	2.99E+00
